Stage,Company Name,Address 1,City/State,Postal/Zip,Country,Email/WWW Address,Email,Date Added,Phone,Stock Symbol
,Validic,"701 W Main St, Suite 620","Durham, NC",27701,United States of America,www.validic.com,,7/16/2024 9:22,(800) 495-7934,NONE
,ArchiMed,"2, place de Francfort","Lyon, ",69003,France,http://www.archimed-group.eu/,,7/16/2024 9:22,+33 4 81 11 35 33,NONE
,Loxo Oncology,"1 Landmark Square, Suite 1122","Stamford, CT",6901,United States of America,https://www.loxooncology.com/,,7/16/2024 9:22,(203) 653-3880,NONE
,FarmboxRx,,"Boston, MA",2116,United States of America,https://www.hello.farmboxrx.com/,,7/16/2024 9:22,,
,Nitrase Therapeutics,"1000 Marina Blvd, Suite 200","Brisbane, CA",94005,United States of America,https://nitrasetx.com/,,7/16/2024 9:22,(415) 310-1058,NONE
,Xenimmune Therapeutics,,"Armonk, NY",10504,United States of America,,,7/16/2024 9:22,,
,Indegene,"150 College Rd W, Suite 104","Princeton, NJ",8540,United States of America,https://www.indegene.com/,,7/16/2024 9:22,(732) 750-2901,NONE
,Checkmate Pharmaceuticals,"245 Main Street, 2nd Floor","Cambridge, MA",2142,United States of America,http://www.checkmatepharma.com/,,7/16/2024 9:22,(617) 682-3625,CMPI
,VectivBio,Aeschenvorstadt 36,"4051 Basel, Switzerland",,Switzerland,https://vectivbio.com/,,7/16/2024 9:22,+41 61 551 303,VECT
,Merus,3584 CH Utrecht,", ",,Netherlands,www.merus.nl,,7/16/2024 9:22,+31 030 2538800,MRUS
,Kinnate Biopharma,"103 Montgomery Street, Suite 150","San Diego, CA",92130,United States of America,https://www.kinnate.com/,,7/16/2024 9:22,(858) 299-4699,KNTE
,Johns Hopkins Health Care (JHHC),6704 Curtis Court,"Glen Burnie, MD",21060,United States of America,www.hopkinsmedicine.org,,7/16/2024 9:22,(410) 424-4892,
,Oruka Therapeutics,,", ",,United States of America,,,7/16/2024 9:22,,
,"Forty Seven, Inc.","1490 O'Brien Drive, Suite A","Menlo Park, CA",94025,United States of America,http://www.fortyseveninc.com/,,7/16/2024 9:22,(650) 352-4150,NONE
,Matrix Medical Network,"9201 E. Mountain View, Suite 220","Scottsdale, AZ",85258,United States of America,https://matrixforme.com/,,7/16/2024 9:22,(877) 564-3627,NONE
,Samumed,"10225 Barnes Canyon Rd, A104","San Diego, CA",92121,United States of America,http://www.samumed.com/,,7/16/2024 9:22,(858) 552-9313,
,"Angiex, Inc.","700 Main Street, North","Cambridge, MA",2139,United States of America,https://angiex.com/,,7/16/2024 9:22,,NONE
,Eikon Therapeutics,3929 Point Eden Way,"Hayward, CA",94540,United States of America,https://www.eikontx.com/,,7/16/2024 9:22,(650) 868-8821,NONE
,Loyal / Cellular Longevity / Celevity,,"San Francisco, CA",94103,United States of America,loyalfordogs.com,,7/16/2024 9:22,,NONE
,Sollis Therapeutics,1275 Kinnear Road,"Columbus, OH",43212,United States of America,https://www.sollistx.com/,,7/16/2024 9:22,,NONE
,CSafe Global,675 Gateway Blvd.,"Monroe, OH",45050,United States of America,https://csafeglobal.com/,,7/16/2024 9:22,(937) 245-6350,NONE
,Amolyt Pharma,"185 Alewife Brook Pkwy, Suite 210","Cambridge, MA",2138,United States of America,https://amolytpharma.com/,,7/16/2024 9:22,,NONE
,Apogee Therapeutics,34 Cypress Road,"Arlington, MA",2474,United States of America,,,7/16/2024 9:22,,NONE
,Madrigal Pharmaceuticals,"200 Barr Harbor Drive, Suite 200","West Conshohocken, PA",19428,United States of America,http://www.madrigalpharma.com/,,7/16/2024 9:22,(267) 824-2827,MDGL
,Nomad Health,335 Madison Avenue,"New York, NY",10017,United States of America,nomadhealth.com/,,7/16/2024 9:22,(866) 656-6623,NONE
,The Chartis Group,"220 West Kinzie Street, 3rd Floor","Chicago, IL",60654,United States of America,https://www.chartis.com,,7/16/2024 9:22,(877) 667-4700,NONE
,Sensei Biotherapeutics,"1405 Research Blvd, Suite 125","Rockville, MD",20850,United States of America,https://www.senseibio.com/,,7/16/2024 9:22,(240) 243-8000,SNSE
,Alloy Therapeutics,"275 Second Ave,  Suite 200","Cambridge, MA",2451,United States of America,https://www.alloytx.com/,,7/16/2024 9:22,(617) 203-7111,NONE
,M3 USA,501 Office Center Drive Suite 410,"Fort Washington, PA",19034,United States of America,https://usa.m3.com/,,7/16/2024 9:22,(202) 293-2288,NONE
,Pieris Pharmaceuticals,"255 State Street, 9th floor","Boston, MA",2109,United States of America,http://www.pieris.com/,,7/16/2024 9:22,(857) 246-8998,PIRS
,Myeloid Therapeutics,"300 Technology Square, Suite 203","Cambridge, MA",2139,United States of America,https://www.myeloidtx.com/,,7/16/2024 9:22,,
,AiCure,214 Sullivan Street 6C,"New York, NY",10012,United States of America,https://www.aicure.com,,7/16/2024 9:22,(800) 570-0448,NONE
,GammaDelta Therapeutics,195 Wood Lane,"White City Place, London",W12 7FQ,United Kingdom,https://gammadeltatx.com/,,7/16/2024 9:22,+44 20 8051 6710,NONE
,"Mirae Asset Global Investments ""MAPS LS""","1212 Avenue of the Americas, 10th Floor","New York, NY",10036,United States of America,https://www.am.miraeasset.com/,,7/16/2024 9:22,(212) 205-8300,
,Vividion Therapeutics,3565 General Atomics Ct,"San Diego, CA",92121,United States of America,https://vividion.com/,,7/16/2024 9:22,(858) 345-4690,NONE
,Umoja Biopharma,1150 Eastlake Ave E Suite 400,"Seattle, WA",98109,United States of America,https://www.umoja-biopharma.com/,,7/16/2024 9:22,(925) 230-9225,NONE
,ADARx Pharmaceuticals,"9880 Campus Point Drive, Suite 120","San Diego, CA",92121,United States of America,http://adarx.com/,,7/16/2024 9:22,(858) 283-9472,
,"Semma Therapeutics, Inc.","450 Kendall Street, Suite 2B","Cambridge, MA",2142,United States of America,http://www.semma-tx.com,,7/16/2024 9:22,(857) 529-6430,NONE
,Inograft,"3160 Porter Drive, Suite 200","Palo Alto, CA",94024,United States of America,,,7/16/2024 9:22,,
,Entasis Therapeutics Limited,35 Gatehouse Drive,"Waltham, MA",2451,United States of America,http://www.entasistx.com,,7/16/2024 9:22,,
,89 Bio,142 Sansome St 2nd Floor,"San Francisco, CA",94104,United States of America,https://www.89bio.com/,,7/16/2024 9:22,,ETNB
,"Abcuro, Inc","90 Bridge Street, Suite 100","Newton, MA",2458,United States of America,http://www.abcuro.com/,,7/16/2024 9:22,(617) 714-9759,NONE
,Notable Labs,320 Hatch Dr,"Foster City, CA",94404,United States of America,https://notablelabs.com,,7/16/2024 9:22,,NONE
,Stelexis Therapeutics,345 Park Avenue South Floor 12,"New York, NY",10010,United States of America,https://stelexis.com/,,7/16/2024 9:22,,NONE
,Apollo Intelligence Corp.,480 Pleasant Street,"Watertown, MA",2472,United States of America,https://apollointelligence.net/,,7/16/2024 9:22,(617) 934-1600,NONE
,CG Oncology,,", ",,United States of America,https://www.cgoncology.com,,7/16/2024 9:22,,
,ClosedLoop.ai,512 E Riverside Dr,"Austin, TX",78704,United States of America,https://www.closedloop.ai,,7/16/2024 9:22,,NONE
,"hC Bioscience, Inc.",22 Liberty Drive,"Boston, MA",2110,United States of America,https://hcbioscience.com,,7/16/2024 9:22,(617) 515-6755,NONE
,Kisbee Therapeutics,"300 N Beacon St, Suite 204","Watertown, MA",2472,United States of America,https://www.kisbeetx.com,,7/16/2024 9:22,(617) 531-9771,NONE
,Bionova Scientific,3100 West Warren Avenue,"Fremont, CA",94538,United States of America,http://bionovascientific.com,,7/16/2024 9:22,(510) 298-3136,NONE
,Tvardi Therapeutics,"3 Sugar Creek Ctr Blvd, Ste 525","Sugar Land, TX",77478,United States of America,https://tvarditherapeutics.com/,,7/16/2024 9:22,,NONE
,ACM Global Labs,160 Elmgrove Park,"Rochester, NY",14624,United States of America,http://www.acmlab.com/,,7/16/2024 9:22,(800) 525-5227,NONE
,Aulos Bioscience,700 Larkspur Landing Circle Suite 108,"Larkspur, CA",94939,United States of America,https://www.aulosbio.com/,,7/16/2024 9:22,,NONE
,"Ichnos Sciences, Inc.","1 World Trade Center, 76th Fl, Suite D","New York, NY",10007,United States of America,https://ichnossciences.com,,7/16/2024 9:22,(201) 786-3216,NONE
,Versanis Bio,1111 Broadway Suite 1300,"Oakland, CA",94607,United States of America,www.versanisbio.com,,7/16/2024 9:22,(617) 315-4410,NONE
,Virtuoso Therapeutics,"2929 Campus Dr, Suite 150","San Mateo, CA",94403,United States of America,https://virtuosotherapeutics.com/,,7/16/2024 9:22,,NONE
,Science 37,800 Park Offices Drive Suite 3606,"Research Triangle Park, NC",27709,United States of America,http://www.science37.com,,7/16/2024 9:22,(984) 377-3737,SNCE
,Expansion Therapeutics,"555 Heritage Drive, Suite 150","Jupiter, FL",33458,United States of America,https://www.expansionrx.com/,,7/16/2024 9:22,(650) 430-5836,NONE
,Immunity Bio,Science Campus,"Culver City, CA",90230,United States of America,https://immunitybio.com/,,7/16/2024 9:22,(301) 883-1300,
,CinCor Pharma,"230 Third Avenue, 6th Floor","Waltham, MA",2451,United States of America,https://cincor.com/,,7/16/2024 9:22,(617) 675-8126,CINC
,Anima Biotech,"75 Claremont Rd, Ste 102","Bernardsville, NJ",7924,United States of America,http://www.animabiotech.com,,7/16/2024 9:22,+972 7 221 4877 x0,NONE
,Peptilogics,2730 Sidney Street Suite 300,"Pittsburgh, PA",15203,United States of America,https://www.peptilogics.com,,7/16/2024 9:22,(412) 916-7207,NONE
,Coherus Biosciences,"333 Twin Dolphin Drive, Suite 600","Redwood City, CA",94065,United States of America,http://www.coherus.com,,7/16/2024 9:22,(800) 794-5434,CHRS
,SQZ Biotech,"200 Arsenal Yards Boulevard, 200 Arsenal","Watertown, MA",2472,United States of America,www.sqzbiotech.com,,7/16/2024 9:22,(617) 758-8672,SQZ
,Synergy Pet Group,"211 Boulevard of the Americas, Suite 403","Lakewood, NJ",8701,United States of America,https://www.petassure.com,,7/16/2024 9:22,(888) 789-7387,NONE
,Intima Bioscience,3 Columbus Circle,"New York, NY",10019,United States of America,https://intimabioscience.com/,,7/16/2024 9:22,,NONE
,Curative Inc.,,", ",,,www.curativeinc.com,,7/16/2024 9:22,,NONE
,GripAble,25 Luke Street,"London, ",,United Kingdom,http://www.gripable.co,,7/16/2024 9:22,(406) 318-7892,NONE
,Travere Therapeutics,"3611 Valley Centre Drive, STE 300","San Diego, CA",92130,United States of America,www.travere.com,,7/16/2024 9:22,(888) 969-7879,TVTX
,"Moderna TX, Inc.",200 Technology Square,"Cambridge, MA",2139,United States of America,https://www.modernatx.com/,,7/16/2024 9:22,(617) 714-6500,MRNA
,Codiak Biosciences,"35 CambridgePark Drive, Suite 500","Cambridge, MA",2140,United States of America,www.codiakbio.com,,7/16/2024 9:22,(617) 949-4100,CDAK
,Salarius Pharmaceuticals LLC,"2450 Holcombe Blvd, Suite J-608","Houston, TX",77021,United States of America,http://salariuspharma.com,,7/16/2024 9:22,(317) 517-9500,SLRX
,Akamis Bio,161 Washington Street Suite 500,"Conshohocken, PA",19428,United States of America,http://www.psioxus.com/,,7/16/2024 9:22,+44 1235 835 328,NONE
,Ventyx Biosciences,"662 Encinitas Boulevard, Suite 250","Encinitas, CA",92024,United States of America,https://ventyxbio.com/,,7/16/2024 9:22,(760) 593-4832,VTYX
,Newpath Partners (Newpath Management),"800 Boylston Street, Suite 2222","Boston, MA",2199,United States of America,newpath.partners,,7/16/2024 9:22,,
,Jnana Therapeutics (formally Portal Therapeutics),6 Tide Street,"Boston, MA",2210,United States of America,https://www.jnanatx.com/,,7/16/2024 9:22,,NONE
,"Nuvig Therapeutics, Inc","1775 Woodside Rd, Suite 201","Redwood City, CA",94061,United States of America,,,7/16/2024 9:22,,NONE
,The Mark Foundation for Cancer Research,10 E 53rd St,"New York, NY",10022,United States of America,https://themarkfoundation.org,,7/16/2024 9:22,(646) 866-5950,NONE
,Yumanity Therapeutics,"40 Guest Street, Suite 4410","Boston, MA",2135,United States of America,http://www.yumanity.com/,,7/16/2024 9:22,(617) 409-5300,YMTX
,"Cogent Biosciences, Inc.","275 Wyman Street, 3rd Floor","Waltham, MA",2451,United States of America,https://www.cogentbio.com,,7/16/2024 9:22,(617) 945-5576,COGT
,Jubilant LifeSciences,"1A, Sector 16A","Noida, ",201 301,India,http://www.jubl.com,,7/16/2024 9:22,+91 120 4361000,
,Aetion,"5 Penn Plaza, 7th Floor","New York, NY",10001,United States of America,http://www.aetion.com,,7/16/2024 9:22,(844) 823-8466,NONE
,"Nocion Therapeutics, Inc. (Prev. Carica Health)",700 Main Street,"Cambridge, MA",2139,United States of America,https://www.nociontx.com/,,7/16/2024 9:22,,NONE
,iTeos Therapeutics,"321 Arsenal Street, Bldg 312, Suite 301","Watertown, MA",2472,United States of America,www.iteostherapeutics.com,,7/16/2024 9:22,,ITOS
,Mineralys Therapeutics,150 N. Radnor Chester Rd. Ste. F200,"Radnor, PA",19087,United States of America,https://mineralystx.com/,,7/16/2024 9:22,(610) 977-2000,NONE
,Koa Health,"Plaça d'Ernest Lluch i Martin, 5","Barcelona, MA",08019?,Spain,https://koahealth.com/,,7/16/2024 9:22,+34 913 128 700,
,Syntimmune,257 Park Avenue South 15th Floor,"New York, NY",10010,United States of America,http://www.syntimmune.com/,,7/16/2024 9:22,(212) 498-0011,NONE
,Laurus Labs,"2nd floor, Serene Chambers, Road No.7",", India",,India,www.lauruslabs.com,,7/16/2024 9:22,+91 403 9804333234205005,
,ImmPACT Bio,"4010 Adolfo Rd, Suite A","Camarillo, CA",93012,United States of America,https://immpact-bio.com/,,7/16/2024 9:22,,NONE
,Tekton Research,4534 W Gate Blvd. #110,"Austin, TX",78745,United States of America,http://tektonresearch.com,,7/16/2024 9:22,(512) 388-5717,
,BlueTree Network,"1255 Fourier Dr, Suite 101","Madison, WI",53717,United States of America,www.bluetreenetwork.com,,7/16/2024 9:22,(608) 251-6104,NONE
,"Ajax Therapeutics, Inc.","275 Madison Avenue, 39th Floor","New York, NY",10016,United States of America,no website as of 6/17/2021,,7/16/2024 9:22,(646) 361-0100,NONE
,"Imara, Inc.",116 Huntington Avenue 6th Floor,"Boston, MA",2116,United States of America,https://imaratx.com/,,7/16/2024 9:22,(617) 206-2020,IMRA
,Laurus Synthesis Inc.,12-B Cabot Road,"Woburn, MA",1801,United States of America,excellence@laurussynthesis.com,,7/16/2024 9:22,(781) 305-4884,
,"ARTBIO, Inc.","One Main Street, 13th Floor","Cambridge, MA",2142,United States of America,,,7/16/2024 9:22,,NONE
,CytoVas,"3624 Market Street, Suite 5E","Philadelphia, PA",19104,United States of America,http://www.cytovas.com,,7/16/2024 9:22,(215) 966-6062,
,AmbAgon Therapeutics,953 Indiana Street,"San Francisco, CA",94107,United States of America,https://www.ambagontx.com/,,7/16/2024 9:22,,NONE
,Abata Therapeutics,245 First Street,"Cambridge, MA",2142,United States of America,https://abatatx.com/,,7/16/2024 9:22,,NONE
,Top Echelon Contracting.,PO Box 20990,"Canton, OH",44701,United States of America,http://www.topecheloncontracting.com/,,7/16/2024 9:22,(330) 454-3508,
,Kymera Therapeutics,"200 Arsenal Yards Blvd., Suite 230","Watertown, MA",2472,United States of America,https://www.kymeratx.com/,,7/16/2024 9:22,(857) 285-5300,KYMR
,Avalon Health Economics,20 South St.,"Morristown, NJ",7960,,www.avalonecon.com,,7/16/2024 9:22,(862) 260-9193,
,Ventus Therapeutics,"100 Beaver St, Suite 202","Waltham, MA",2453,United States of America,https://www.ventustx.com,,7/16/2024 9:22,(514) 397-9517,NONE
,Echo Investment Capital,120 Robert S Kerr Ave,"Oklahoma City, OK",73102,United States of America,https://www.echoinvestmentcap.com/,,7/16/2024 9:22,,NONE
,Kinaset Therapeutics,10 Knollwood Road,"Medfield, MA",2052,United States of America,https://www.kinasettherapeutics.com/,,7/16/2024 9:22,(508) 858-5810,NONE
,Wheeler Bio,120 Robert S Kerr Ave,"Oklahoma City, OK",73101,United States of America,https://www.wheelerbio.com/,,7/16/2024 9:22,,
,Beren Therapeutics,"9200 W Sunset Blvd, Suite 1010","West Hollywood, CA",90069,United States of America,,,7/16/2024 9:22,,
,Avistone Biotechnology,,"Beijing, ",,China,,,7/16/2024 9:22,,NONE
,B Capital Group,"1240 Rosecrans Avenue, 5th Floor","Manhattan Beach, CA",90266,United States of America,https://bcapgroup.com,,7/16/2024 9:22,(310) 698-1270,NONE
,Phlow Corporation,1001 Haxall Point #1B,"Richmond, VA",23173,United States of America,https://www.phlow-usa.com,,7/16/2024 9:22,(804) 207-4893,NONE
,Aviadobio,20 Water Street,"London, EI4 5GX, UK",,,https://aviadobio.com/,,7/16/2024 9:22,,NONE
,Appia Bio,6160 Bristol Parkway #300,"Culver City, CA",90230,United States of America,https://www.appiabio.com/,,7/16/2024 9:22,,NONE
,Quentis Therapeutics,"430 E 29th St, Suite 1005","New York, NY",10016,United States of America,https://www.quentistx.com/,,7/16/2024 9:22,(646) 440-9249,NONE
,Adaptimmune,"Suite 1700, 2001 Market Street","Philadephia, PA",19103,United States of America,http://www.adaptimmune.com/,,7/16/2024 9:22,(215) 825-9260,
,"Incendia Therapeutics, Inc.",40 Guest St.,"Boston, MA",2135,United States of America,https://www.incendiatx.com,,7/16/2024 9:22,(617) 870-3363,NONE
,Cyteir Therapeutics,"128 Spring St, Building A Suite 510,","Lexington, MA",2421,United States of America,www.cyteir.com,,7/16/2024 9:22,(857) 285-4140,CYT
,"Adicet Bio, Inc.",200 Constitution Drive,"Menlo Park, CA",94025,United States of America,https://www.adicetbio.com/,,7/16/2024 9:22,(310) 990-3832,ACET
,Blackstone,345 Park Avenue,"New York, NY",10154,United States of America,https://www.blackstone.com/,,7/16/2024 9:22,(212) 583-5000,BX
,"Audentes Therapeutics, Inc.","600 California Street, 17th Floor","San Francisco, CA",94108,United States of America,http://audentestx.com/,,7/16/2024 9:22,(415) 818-1001,NONE
,Nevakar,"1019 US Highway 202-206, Building K","Bridgewater, NJ",8807,United States of America,http://nevakar.com,,7/16/2024 9:22,(908) 367-7400,NONE
,Reverie Labs,678 Massachusetts Ave,"Cambridge, MA",2138,United States of America,https://www.reverielabs.com/,,7/16/2024 9:22,,NONE
,Saama Technologies,,"Campbell, CA",95008,,https://www.saama.com/,,7/16/2024 9:22,(408) 371-1900,
,Biohaven Pharmaceutical,215 Church Street,"New Haven, CT",6510,United States of America,http://biohavenpharma.com,,7/16/2024 9:22,(203) 404-0410,BHVN
,"Santa Ana Bio, Inc.","1105 Atlantic Ave, 104","Alameda, CA",94501,United States of America,,,7/16/2024 9:22,,
,Apogy,"379 West Broadway, 4th FLR","New York, NY",10012,United States of America,www.apogy.com,,7/16/2024 9:22,(212) 727-2750,
,Juno Therapeutics,307 Westlake Avenue North Suite 300,"Seattle, WA",98109,United States of America,http://junotherapeutics.com/,,7/16/2024 9:22,(206) 582-1600,
,Pheon Therapeutics,"Lawes Open Innovation Hub, Rothamsted Re","Harpenden, Hertfordshire",AL5 2JQ,United Kingdom,https://pheontx.com/,,7/16/2024 9:22,+44 20 3795 1919,NONE
,Next Science,10550 Deerwood Park Blvd #300,"Jacksonville, FL",33256,United States of America,https://www.nextscience.com,,7/16/2024 9:22,(855) 564-2762,NXS.AX
,Forefront Dermatology,801 York St,"Manitowoc, WI",54220,United States of America,https://forefrontdermatology.com/,,7/16/2024 9:22,(855) 535-7175,
,CheckedUp,"245 5th Ave, Room 2201","New York, NY",10016,United States of America,www.checkedup.com,,7/16/2024 9:22,(305) 722-5498,NONE
,Northern Biologics,,"Toronto, ON  M5G 1L7 (Canada)",,Canada,,,7/16/2024 9:22,(416) 634-7132,NONE
,Hummingbird Bioscience,"The Aries, #04-12, 51 Science Park Road","Houston, TX",77001,United States of America,https://hummingbirdbioscience.com/,,7/16/2024 9:22,,NONE
,"C4 Therapeutics, Inc.","490 Arsenal Way, Suite 200","Watertown, MA",2138,United States of America,https://c4therapeutics.com/,,7/16/2024 9:22,(617) 231-0700,CCCC
,Revolution Medicines,700 Saginaw Drive,"Redwood City, CA",94063,United States of America,https://www.revmed.com/,,7/16/2024 9:22,(650) 481-6801,RVMD
,ML Bio Solutions,"100 N. Tryon Street, Suite 4100","Charlotte, NC",28202,United States of America,https://mlbiosolutions.com/,,7/16/2024 9:22,,NONE
,HIBio,"6000 Shoreline Court, Suite 304","South San Francisco, CA",94080,United States of America,https://hibio.com/,,7/16/2024 9:22,,NONE
,Mariana Oncology,300 Technology Sq Ste 8,"Boston · On-site, MA",2139,United States of America,https://www.marianaoncology.com/our-people/,,7/16/2024 9:22,,NONE
,Triveni Bio,,", ",,,http://triveni.bio/,,7/16/2024 9:22,,
,Alumis,"611 Gateway Blvd, Suite 820","South San Francisco, CA",94080,United States of America,https://www.alumis.co/,,7/16/2024 9:22,(650) 231-6625,NONE
,"Nuscan Diagnostics, Inc.","512 South Front Street, U, Unit 1, Unit","Philadelphia, PA",19147,United States of America,,,7/16/2024 9:22,,NONE
,Marker Therapeutics,25 N. Market Street. Suite 300D,"Jacksonville, FL",32202,United States of America,https://www.markertherapeutics.com/,,7/16/2024 9:22,(713) 400-6400,MRKR
,Abzena,6325 Lusk Blvd,"San Diego, CA",92121,United States of America,http://www.abzena.com,,7/16/2024 9:22,(858) 550-4094,NONE
,Posterity Health,"9100 E. Panorama Drive, Suite 250","Centennial, CO",80112,United States of America,https://posterityhealth.com/,,7/16/2024 9:22,(720) 759-3723,
,Cerevel Therapeutics,"222 Jacobs Street, Suite 200","Cambridge, MA",2141,United States of America,https://www.cerevel.com/,,7/16/2024 9:22,(844) 304-2048,CERE
,Entera Bio,"37 Walnut St, Suite 300","Wellesley Hills, MA",2481,United States of America,www.enterabio.com,,7/16/2024 9:22,+972 2 532 7151,ENTX
,AdhereTech,"11 Broadway, STE 518","New York, NY",10004,United States of America,www.adheretech.com,,7/16/2024 9:22,(646) 417-8143,NONE
,Exsilio Therapeutics,,", ",,,,,7/16/2024 9:22,,
,"Mediar Therapeutics, Inc.",238 Main Street,"Cambridge, MA",2142,United States of America,https://www.mediartx.com,,7/16/2024 9:22,,NONE
,Mercalis,2250 Perimeter Park Dr #300,"Morrisville, NC",27560,United States of America,https://www.mercalis.com/contact/,,7/16/2024 9:22,(919) 845-0774,NONE
,Perspective Therapeutics,"2401 Elliott Avenue, Suite 320","Seattle, WA",98121,United States of America,https://perspectivetherapeutics.com,,7/16/2024 9:22,(319) 665-2150,
,Lassen Therapeutics,"9215 Brown Deer Rd, Suite C","San Diego, CA",92121,United States of America,https://lassentherapeutics.com/,,7/16/2024 9:22,(858) 251-7528,NONE
,Contineum Therapeutics,10578 Science Center Drive Ste. 200,"San Diego, CA",92121,United States of America,https://www.contineum-tx.com,,7/16/2024 9:22,(858) 333-5280,
,Smile Design Dentistry,101 North Franklin Street,"Tampa, FL",33602,United States of America,https://www.thesmiledesign.com/,,7/16/2024 9:22,(813) 337-6687,NONE
,Avista Capital Partners,65 East 55th Street 18th Floor,"New York, NY",10022,United States of America,http://www.avistacap.com,,7/16/2024 9:22,(212) 593-6900,NONE
,Clinigen,790 Township Line Road Suite 120,"Yardley, PA",19067,United States of America,https://www.clinigengroup.com/,,7/16/2024 9:22,(215) 944-8800,NONE
,Dunad Therapeutics,15th Floor 125 Old Broad Street,"London, ",EC2N 1AR,United Kingdom,https://www.dunad.co.uk/,,7/16/2024 9:22,,NONE
,Fog Pharmaceuticals,30 Acorn Park Drive,"Cambridge, MA",2140,United States of America,https://fogpharma.com/,,7/16/2024 9:22,(617) 945-9510,NONE
,Clearside Biomedical,900 North Point Parkway Suite 200,"Alpharetta, GA",30005,United States of America,https://clearsidebio.com,,7/16/2024 9:22,(678) 270-3631,
,Closerlook,212 West Superior Street,"Chicago, IL",60654,,www.closerlook.com,,7/16/2024 9:22,(312) 640-3700,
,Cajal Neuroscience,"1616 Eastlake Ave E, Ste 208","Seattle, WA",98102,United States of America,https://cajalneuro.com/,,7/16/2024 9:22,,
,Empyrean,,", ",,,,,7/16/2024 9:22,,
,Iovance Biotherapeutics (previously Lion Biotechnologies),"825 Industrial Road, Suite 400","San Carlos, CA",94070,United States of America,http://lionbio.com/,,7/16/2024 9:22,(818) 992-3126,IOVA
,Crane Street Capital,156 2nd Street,"San Francisco, CA",94105,United States of America,https://cranestreet.com/,,7/16/2024 9:22,(650) 328-9100,NONE
,Wuxi AppTec,107 Morgan Lane,"Plainsboro, NJ",8536,United States of America,www.wuxiapptec.com,info@apptecls.com,7/16/2024 9:22,(609) 799-2295,WUXIF
,George Medicines,"9 Dallington Street, Clerkenwell","London, ",EC1V 0LN,United Kingdom,https://george-medicines.com,,7/16/2024 9:22,,
,"Ginkgo Bioworks, Inc.",27 Drydock Avenue 8th Floor,"Remote, MA",2210,United States of America,www.ginkgobioworks.com,,7/16/2024 9:22,(877) 422-5362,DNA
,PellePharm,101 Mission Street Suite 1950,"San Francisco, CA",94105,United States of America,http://www.pellepharm.com/,,7/16/2024 9:22,,NONE
,Callery,1424 Mars-Evans City Road,"Evan City, PA",16033,United States of America,www.callery.com,,7/16/2024 9:22,(724) 538-1200,
,Trethera Corporation,"1901 Avenue of the Stars, STE 700","Los Angeles, CA",90067,United States of America,,,7/16/2024 9:22,,
,Forendo Pharma Ltd.,Itäinen Pitkäkatu 4,"Turku, Finland",,Europe,http://www.forendo.com,,7/16/2024 9:22,,NONE
,"Gemini Therapeutics, Inc.","300 One Kendall Square, 3rd Floor","Cambridge, MA",2139,United States of America,https://www.geminitherapeutics.com,,7/16/2024 9:22,(617) 401-4400,GMTX
,BioMagnetic Solutions,"310 Innovation Blvd, Suite 500","State College, PA",16803,United States of America,https://biomagneticsolutions.com/,,7/16/2024 9:22,(833) 424-6624,
,"Nido Biosciences, Inc.",134 Coolidge Ave.,"Watertown, MA",2472,United States of America,https://www.nidobio.com/,,7/16/2024 9:22,,NONE
,"Perfuse Therapeutics, Inc.","1700 Owens Street, Suite 540","San Francisco, CA",94158,United States of America,http://perfusetherapeutics.com/,,7/16/2024 9:22,,NONE
,WellFrame,470 Atlantic Ave 8th Floor,"Boston, MA",2110,United States of America,www.wellframe.com,,7/16/2024 9:22,(781) 467-9596,NONE
,Ribbon Health,408 Broadway 3rd Floor,"New York, NY",10013,United States of America,https://www.ribbonhealth.com/,,7/16/2024 9:22,(408) -,NONE
,Affinia Therapeutics,"43 Foundry Ave, Suite 120","Waltham, MA",2453,United States of America,https://www.affiniatx.com/,,7/16/2024 9:22,(617) 430-7817,NONE
,MedRhythms,183 Middle St,"Portland, ME",4101,United States of America,http://www.medrhythms.com,,7/16/2024 9:22,,
,Formation Bio (Previously TrialSpark),"16 E 34th St, Floor 10","New York, NY",10016,United States of America,https://www.formation.bio/,,7/16/2024 9:22,(866) 283-7544,NONE
,Auregen BioTherapeutics,,"Cambridge, MA",2138,United States of America,,,7/16/2024 9:22,,
,eviCore healthcare,400 Buckwalter Place Blvd,"Bluffton, SC",29910,United States of America,www.evicore.com,,7/16/2024 9:22,(800) 918-8924,NONE
,Elstar Therapeutics,"Riverside Technology Center, 840 Memoria","Cambridge, MA",2139,United States of America,,,7/16/2024 9:22,,NONE
,"Apple Tree Life Sciences, Inc.","230 Park Avenue, STE 2800","New York, NY",10169,United States of America,www.appletreepartners.com,,7/16/2024 9:22,(212) 468-5800,NONE
,"TCR2, Inc.","100 Binney Street, Suite 710","Cambridge, MA",2142,United States of America,www.tcr2.com,,7/16/2024 9:22,(617) 425-9295,TCRR
,SalioGen Therapeutics,"10 Maguire Road, Bldg 1, Suite 200","Woburn, MA",2421,United States of America,https://www.saliogen.com/,,7/16/2024 9:22,(857) 990-2200,NONE
,Tenacia Therapeutics,"Rm 3805 Shanghai Wheelock Square, No1717","West Nanjing Rd, Jing'an District - Shanghai",,China,,,7/16/2024 9:22,,NONE
